Argomento: Popolazione
Classi età: 15-19
Genere: Maschi
Anni¹: 2022


;2022
Piansano;32
Picinisco;23
Pico;45
Piedimonte San Germano;188
Piglio;87
Pignataro Interamna;53
Pisoniano;17
Pofi;89
Poggio Bustone;38
Poggio Catino;36
Poggio Mirteto;139
Poggio Moiano;61
Poggio Nativo;61
Poggio San Lorenzo;9
Poli;45
Pomezia;1661
Pontecorvo;274
Pontinia;374
Ponza;60
Ponzano Romano;30
Posta;9
Posta Fibreno;20
Pozzaglia Sabino;2
Priverno;328
Proceno;8
Prossedi;28
Riano;264
Rieti;1115
Rignano Flaminio;279
Riofreddo;15
Ripi;125
Rivodutri;33
Rocca Canterano;0
Rocca D'Arce;14
Rocca Di Cave;4
Rocca Di Papa;450
Rocca Massima;16
Rocca Priora;329
Rocca Santo Stefano;20
Rocca Sinibalda;13
Roccagiovine;2
Roccagorga;99
Roccantica;8
Roccasecca;138
Roccasecca Dei Volsci;18
Roiate;19
Roma;65967
Ronciglione;212
Roviano;25
Sabaudia;435
Sacrofano;198
Salisano;10
Sambuci;19
San Biagio Saracinisco;2
San Cesareo;446
San Donato Val Di Comino;40
San Felice Circeo;203
San Giorgio A Liri;78
San Giovanni Incarico;64
San Gregorio Da Sassola;31
San Lorenzo Nuovo;42
San Polo Dei Cavalieri;58
San Vito Romano;86
San Vittore Del Lazio;66
Sant'Ambrogio Sul Garigliano;14
Sant'Andrea Del Garigliano;28
Sant'Angelo Romano;143
Sant'Apollinare;47
Sant'Elia Fiumerapido;140
Sant'Oreste;81
Santa Marinella;404
Santi Cosma E Damiano;149
Santopadre;26
Saracinesco;0
Scandriglia;72
Segni;230
Selci;23
Sermoneta;237
Serrone;65
Settefrati;17
Sezze;609
Sgurgola;59
Sonnino;178
Sora;569
Soriano Nel Cimino;186
Sperlonga;51
Spigno Saturnia;68
Stimigliano;52
Strangolagalli;52
Subiaco;170
Supino;107
Sutri;151
Tarano;38
Tarquinia;311
Terelle;4
Terracina;948
Tessennano;8
Tivoli;1429
Toffia;29
Tolfa;123
Torre Cajetani;30
Torri In Sabina;22
Torrice;118
Torricella In Sabina;16
Torrita Tiberina;22
Trevi Nel Lazio;25
Trevignano Romano;138
Trivigliano;47
Turania;4
Tuscania;168
Vacone;4
Valentano;50
Vallecorsa;53
Vallemaio;19
Vallepietra;5
Vallerano;51
Vallerotonda;31
Vallinfreda;7
Valmontone;440
Varco Sabino;1
Vasanello;86
Vejano;44
Velletri;1382
Ventotene;10
Veroli;467
Vetralla;290
Vicalvi;10
Vico Nel Lazio;46
Vicovaro;82
Vignanello;106
Villa Latina;34
Villa San Giovanni In Tuscia;26
Villa Santa Lucia;62
Villa Santo Stefano;51
Viterbo;1519
Viticuso;5
Vitorchiano;139
Vivaro Romano;2
Zagarolo;532

Fonte www.opensalutelazio.it
