Argomento: Popolazione
Classi età: 20-24
Genere: Femmine
Anni¹: 2022


;2022
Giuliano Di Roma;49
Gorga;9
Gradoli;27
Graffignano;51
Greccio;35
Grottaferrata;478
Grotte Di Castro;47
Guarcino;33
Guidonia Montecelio;2087
Ischia Di Castro;34
Isola Del Liri;246
Itri;248
Jenne;8
Labico;154
Labro;10
Ladispoli;1047
Lanuvio;266
Lariano;327
Latera;8
Latina;2980
Lenola;98
Leonessa;44
Licenza;13
Longone Sabino;11
Lubriano;24
Maenza;62
Magliano Romano;28
Magliano Sabina;73
Mandela;27
Manziana;173
Marano Equo;9
Marcellina;152
Marcetelli;1
Marino;990
Marta;68
Mazzano Romano;61
Mentana;566
Micigliano;4
Minturno;466
Mompeo;10
Montalto Di Castro;160
Montasola;13
Monte Porzio Catone;189
Monte Romano;35
Monte San Biagio;129
Monte San Giovanni Campano;255
Monte San Giovanni In Sabina;11
Montebuono;20
Montecompatri;278
Montefiascone;256
Monteflavio;27
Montelanico;45
Monteleone Sabino;29
Montelibretti;129
Montenero Sabino;5
Monterosi;133
Monterotondo;940
Montopoli Di Sabina;76
Montorio Romano;40
Moricone;56
Morlupo;181
Morolo;48
Morro Reatino;5
Nazzano;26
Nemi;29
Nepi;222
Nerola;42
Nespolo;2
Nettuno;1088
Norma;89
Olevano Romano;145
Onano;18
Oriolo Romano;84
Orte;177
Orvinio;11
Paganico;5
Palestrina;514
Paliano;177
Palombara Sabina;310
Pastena;17
Patrica;65
Percile;8
Pescorocchiano;31
Pescosolido;33
Petrella Salto;20
Piansano;35
Picinisco;27
Pico;70
Piedimonte San Germano;126
Piglio;75
Pignataro Interamna;53
Pisoniano;17
Pofi;91
Poggio Bustone;35
Poggio Catino;24
Poggio Mirteto;154
Poggio Moiano;72
Poggio Nativo;54
Poggio San Lorenzo;10
Poli;42
Pomezia;1469
Pontecorvo;304
Pontinia;336
Ponza;68
Ponzano Romano;18
Posta;9
Posta Fibreno;15
Pozzaglia Sabino;2
Priverno;319
Proceno;11
Prossedi;27
Riano;233
Rieti;1050
Rignano Flaminio;228
Riofreddo;17
Ripi;107
Rivodutri;17
Rocca Canterano;3
Rocca D'Arce;15
Rocca Di Cave;1
Rocca Di Papa;426
Rocca Massima;27
Rocca Priora;276
Rocca Santo Stefano;30
Rocca Sinibalda;10
Roccagiovine;10
Roccagorga;100
Roccantica;14
Roccasecca;137
Roccasecca Dei Volsci;23
Roiate;8
Roma;59315
Ronciglione;154
Roviano;38
Sabaudia;417
Sacrofano;168
Salisano;6
Sambuci;13
San Biagio Saracinisco;9
San Cesareo;363
San Donato Val Di Comino;35
San Felice Circeo;193
San Giorgio A Liri;75
San Giovanni Incarico;58
San Gregorio Da Sassola;37
San Lorenzo Nuovo;43
San Polo Dei Cavalieri;53
San Vito Romano;83
San Vittore Del Lazio;56
Sant'Ambrogio Sul Garigliano;18
Sant'Andrea Del Garigliano;26
Sant'Angelo Romano;128
Sant'Apollinare;49
Sant'Elia Fiumerapido;128
Sant'Oreste;78
Santa Marinella;363
Santi Cosma E Damiano;173
Santopadre;23
Saracinesco;1
Scandriglia;68
Segni;181
Selci;22
Sermoneta;221
Serrone;55
Settefrati;13
Sezze;556
Sgurgola;58
Sonnino;165
Sora;559
Soriano Nel Cimino;188
Sperlonga;59
Spigno Saturnia;71
Stimigliano;54
Strangolagalli;61
Subiaco;166
Supino;110
Sutri;135
Tarano;34
Tarquinia;347
Terelle;6
Terracina;919
Tessennano;5
Tivoli;1300
Toffia;31
Tolfa;108
Torre Cajetani;21
Torri In Sabina;25
Torrice;117
Torricella In Sabina;30
Torrita Tiberina;13
Trevi Nel Lazio;32
Trevignano Romano;135
Trivigliano;39
Turania;2
Tuscania;199
Vacone;8
Valentano;65
Vallecorsa;46
Vallemaio;21
Vallepietra;6
Vallerano;44
Vallerotonda;29
Vallinfreda;10
Valmontone;375
Varco Sabino;3
Vasanello;92
Vejano;55
Velletri;1281
Ventotene;18
Veroli;457
Vetralla;316
Vicalvi;16
Vico Nel Lazio;39
Vicovaro;73
Vignanello;84
Villa Latina;16
Villa San Giovanni In Tuscia;23
Villa Santa Lucia;55
Villa Santo Stefano;38
Viterbo;1423
Viticuso;10
Vitorchiano;136
Vivaro Romano;3
Zagarolo;462

Fonte www.opensalutelazio.it
