Argomento: Popolazione
Classi età: 40-44
Genere: Femmine
Anni¹: 2022


;2022
Formia;1261
Frascati;793
Frasso Sabino;31
Frosinone;1372
Fumone;68
Gaeta;602
Gallese;86
Gallicano Nel Lazio;249
Gallinaro;33
Gavignano;67
Genazzano;170
Genzano Di Roma;832
Gerano;32
Giuliano Di Roma;75
Gorga;27
Gradoli;41
Graffignano;55
Greccio;36
Grottaferrata;738
Grotte Di Castro;68
Guarcino;50
Guidonia Montecelio;3245
Ischia Di Castro;69
Isola Del Liri;324
Itri;366
Jenne;5
Labico;256
Labro;8
Ladispoli;1375
Lanuvio;475
Lariano;459
Latera;16
Latina;4437
Lenola;132
Leonessa;69
Licenza;36
Longone Sabino;9
Lubriano;28
Maenza;105
Magliano Romano;53
Magliano Sabina;110
Mandela;29
Manziana;277
Marano Equo;26
Marcellina;267
Marcetelli;1
Marino;1826
Marta;111
Mazzano Romano;116
Mentana;885
Micigliano;0
Minturno;684
Mompeo;17
Montalto Di Castro;333
Montasola;10
Monte Porzio Catone;279
Monte Romano;67
Monte San Biagio;193
Monte San Giovanni Campano;404
Monte San Giovanni In Sabina;19
Montebuono;26
Montecompatri;472
Montefiascone;430
Monteflavio;43
Montelanico;85
Monteleone Sabino;37
Montelibretti;194
Montenero Sabino;6
Monterosi;182
Monterotondo;1561
Montopoli Di Sabina;113
Montorio Romano;57
Moricone;71
Morlupo;305
Morolo;93
Morro Reatino;7
Nazzano;40
Nemi;60
Nepi;304
Nerola;89
Nespolo;7
Nettuno;1587
Norma;111
Olevano Romano;189
Onano;31
Oriolo Romano;136
Orte;321
Orvinio;10
Paganico;1
Palestrina;805
Paliano;294
Palombara Sabina;477
Pastena;36
Patrica;99
Percile;4
Pescorocchiano;48
Pescosolido;40
Petrella Salto;23
Piansano;48
Picinisco;35
Pico;87
Piedimonte San Germano;282
Piglio;143
Pignataro Interamna;87
Pisoniano;28
Pofi;125
Poggio Bustone;56
Poggio Catino;47
Poggio Mirteto;224
Poggio Moiano;91
Poggio Nativo;86
Poggio San Lorenzo;16
Poli;84
Pomezia;2484
Pontecorvo;447
Pontinia;531
Ponza;90
Ponzano Romano;43
Posta;7
Posta Fibreno;29
Pozzaglia Sabino;5
Priverno;440
Proceno;7
Prossedi;35
Riano;403
Rieti;1464
Rignano Flaminio;391
Riofreddo;25
Ripi;141
Rivodutri;36
Rocca Canterano;1
Rocca D'Arce;29
Rocca Di Cave;11
Rocca Di Papa;619
Rocca Massima;34
Rocca Priora;424
Rocca Santo Stefano;28
Rocca Sinibalda;11
Roccagiovine;5
Roccagorga;120
Roccantica;16
Roccasecca;225
Roccasecca Dei Volsci;22
Roiate;20
Roma;95903
Ronciglione;314
Roviano;24
Sabaudia;672
Sacrofano;238
Salisano;17
Sambuci;25
San Biagio Saracinisco;13
San Cesareo;586
San Donato Val Di Comino;52
San Felice Circeo;307
San Giorgio A Liri;112
San Giovanni Incarico;73
San Gregorio Da Sassola;39
San Lorenzo Nuovo;67
San Polo Dei Cavalieri;108
San Vito Romano;85
San Vittore Del Lazio;77
Sant'Ambrogio Sul Garigliano;30
Sant'Andrea Del Garigliano;36
Sant'Angelo Romano;202
Sant'Apollinare;66
Sant'Elia Fiumerapido;196
Sant'Oreste;113
Santa Marinella;608
Santi Cosma E Damiano;214
Santopadre;34
Saracinesco;3
Scandriglia;100
Segni;305
Selci;34
Sermoneta;420
Serrone;120
Settefrati;19
Sezze;784
Sgurgola;65
Sonnino;245
Sora;821
Soriano Nel Cimino;246
Sperlonga;101
Spigno Saturnia;86
Stimigliano;81
Strangolagalli;55
Subiaco;291
Supino;167
Sutri;216
Tarano;39
Tarquinia;537
Terelle;7
Terracina;1419
Tessennano;9
Tivoli;1856
Toffia;36
Tolfa;157
Torre Cajetani;40
Torri In Sabina;34
Torrice;165
Torricella In Sabina;42
Torrita Tiberina;38
Trevi Nel Lazio;39
Trevignano Romano;182
Trivigliano;65
Turania;6
Tuscania;314
Vacone;4
Valentano;72
Vallecorsa;67
Vallemaio;27
Vallepietra;9
Vallerano;80
Vallerotonda;49
Vallinfreda;4
Valmontone;575
Varco Sabino;3
Vasanello;136
Vejano;64
Velletri;1801
Ventotene;20
Veroli;680
Vetralla;463
Vicalvi;28
Vico Nel Lazio;65
Vicovaro;130
Vignanello;160
Villa Latina;26
Villa San Giovanni In Tuscia;45
Villa Santa Lucia;85
Villa Santo Stefano;51
Viterbo;2279
Viticuso;8
Vitorchiano;220
Vivaro Romano;0
Zagarolo;665

Fonte www.opensalutelazio.it
