Argomento: Popolazione
Classi età: 30-34
Genere: Femmine
Anni¹: 2022


;2022
Posta Fibreno;25
Pozzaglia Sabino;9
Priverno;390
Proceno;6
Prossedi;29
Riano;289
Rieti;1168
Rignano Flaminio;298
Riofreddo;26
Ripi;118
Rivodutri;33
Rocca Canterano;10
Rocca D'Arce;31
Rocca Di Cave;7
Rocca Di Papa;440
Rocca Massima;30
Rocca Priora;327
Rocca Santo Stefano;25
Rocca Sinibalda;18
Roccagiovine;3
Roccagorga;97
Roccantica;12
Roccasecca;191
Roccasecca Dei Volsci;36
Roiate;23
Roma;71860
Ronciglione;228
Roviano;29
Sabaudia;530
Sacrofano;172
Salisano;14
Sambuci;29
San Biagio Saracinisco;12
San Cesareo;475
San Donato Val Di Comino;62
San Felice Circeo;288
San Giorgio A Liri;80
San Giovanni Incarico;69
San Gregorio Da Sassola;38
San Lorenzo Nuovo;52
San Polo Dei Cavalieri;79
San Vito Romano;84
San Vittore Del Lazio;67
Sant'Ambrogio Sul Garigliano;25
Sant'Andrea Del Garigliano;35
Sant'Angelo Romano;136
Sant'Apollinare;50
Sant'Elia Fiumerapido;138
Sant'Oreste;116
Santa Marinella;493
Santi Cosma E Damiano;179
Santopadre;30
Saracinesco;4
Scandriglia;83
Segni;237
Selci;37
Sermoneta;335
Serrone;66
Settefrati;27
Sezze;708
Sgurgola;62
Sonnino;201
Sora;727
Soriano Nel Cimino;215
Sperlonga;78
Spigno Saturnia;70
Stimigliano;58
Strangolagalli;69
Subiaco;228
Supino;117
Sutri;155
Tarano;44
Tarquinia;392
Terelle;6
Terracina;1201
Tessennano;8
Tivoli;1459
Toffia;31
Tolfa;110
Torre Cajetani;31
Torri In Sabina;27
Torrice;139
Torricella In Sabina;28
Torrita Tiberina;22
Trevi Nel Lazio;52
Trevignano Romano;135
Trivigliano;35
Turania;3
Tuscania;208
Vacone;1
Valentano;73
Vallecorsa;59
Vallemaio;31
Vallepietra;4
Vallerano;66
Vallerotonda;28
Vallinfreda;7
Valmontone;504
Varco Sabino;2
Vasanello;119
Vejano;46
Velletri;1408
Ventotene;13
Veroli;531
Vetralla;370
Vicalvi;29
Vico Nel Lazio;74
Vicovaro;93
Vignanello;99
Villa Latina;33
Villa San Giovanni In Tuscia;40
Villa Santa Lucia;67
Villa Santo Stefano;48
Viterbo;1704
Viticuso;8
Vitorchiano;154
Vivaro Romano;6
Zagarolo;524

Fonte www.opensalutelazio.it
