Argomento: Popolazione
Classi età: 10-14
Genere: Maschi
Anni¹: 2022


;2022
Morro Reatino;6
Nazzano;28
Nemi;55
Nepi;237
Nerola;39
Nespolo;2
Nettuno;1229
Norma;82
Olevano Romano;164
Onano;24
Oriolo Romano;82
Orte;221
Orvinio;4
Paganico;0
Palestrina;561
Paliano;205
Palombara Sabina;358
Pastena;12
Patrica;81
Percile;9
Pescorocchiano;25
Pescosolido;26
Petrella Salto;10
Piansano;29
Picinisco;14
Pico;48
Piedimonte San Germano;171
Piglio;90
Pignataro Interamna;53
Pisoniano;15
Pofi;82
Poggio Bustone;47
Poggio Catino;24
Poggio Mirteto;147
Poggio Moiano;58
Poggio Nativo;62
Poggio San Lorenzo;10
Poli;72
Pomezia;1767
Pontecorvo;295
Pontinia;378
Ponza;89
Ponzano Romano;21
Posta;6
Posta Fibreno;13
Pozzaglia Sabino;1
Priverno;337
Proceno;5
Prossedi;27
Riano;333
Rieti;1004
Rignano Flaminio;265
Riofreddo;17
Ripi;113
Rivodutri;27
Rocca Canterano;1
Rocca D'Arce;19
Rocca Di Cave;5
Rocca Di Papa;523
Rocca Massima;19
Rocca Priora;307
Rocca Santo Stefano;23
Rocca Sinibalda;11
Roccagiovine;1
Roccagorga;82
Roccantica;10
Roccasecca;166
Roccasecca Dei Volsci;18
Roiate;7
Roma;67954
Ronciglione;227
Roviano;25
Sabaudia;486
Sacrofano;187
Salisano;9
Sambuci;16
San Biagio Saracinisco;3
San Cesareo;474
San Donato Val Di Comino;42
San Felice Circeo;225
San Giorgio A Liri;65
San Giovanni Incarico;51
San Gregorio Da Sassola;33
San Lorenzo Nuovo;38
San Polo Dei Cavalieri;52
San Vito Romano;63
San Vittore Del Lazio;65
Sant'Ambrogio Sul Garigliano;16
Sant'Andrea Del Garigliano;30
Sant'Angelo Romano;138
Sant'Apollinare;31
Sant'Elia Fiumerapido;142
Sant'Oreste;82
Santa Marinella;392
Santi Cosma E Damiano;181
Santopadre;19
Saracinesco;7
Scandriglia;71
Segni;205
Selci;19
Sermoneta;309
Serrone;80
Settefrati;14
Sezze;611
Sgurgola;47
Sonnino;173
Sora;591
Soriano Nel Cimino;178
Sperlonga;64
Spigno Saturnia;75
Stimigliano;49
Strangolagalli;45
Subiaco;165
Supino;124
Sutri;140
Tarano;29
Tarquinia;365
Terelle;1
Terracina;1002
Tessennano;5
Tivoli;1425
Toffia;18
Tolfa;111
Torre Cajetani;29
Torri In Sabina;30
Torrice;141
Torricella In Sabina;21
Torrita Tiberina;20
Trevi Nel Lazio;27
Trevignano Romano;139
Trivigliano;44
Turania;3
Tuscania;201
Vacone;0
Valentano;38
Vallecorsa;56
Vallemaio;20
Vallepietra;2
Vallerano;47
Vallerotonda;17
Vallinfreda;4
Valmontone;453
Varco Sabino;0
Vasanello;85
Vejano;58
Velletri;1375
Ventotene;12
Veroli;447
Vetralla;315
Vicalvi;17
Vico Nel Lazio;48
Vicovaro;92
Vignanello;119
Villa Latina;23
Villa San Giovanni In Tuscia;24
Villa Santa Lucia;59
Villa Santo Stefano;26
Viterbo;1594
Viticuso;3
Vitorchiano;183
Vivaro Romano;1
Zagarolo;541

Fonte www.opensalutelazio.it
