Argomento: Popolazione
Classi età: 80-84
Genere: Maschi
Anni¹: 2022


;2022
Latina;1912
Lenola;66
Leonessa;50
Licenza;13
Longone Sabino;17
Lubriano;13
Maenza;38
Magliano Romano;24
Magliano Sabina;66
Mandela;15
Manziana;121
Marano Equo;22
Marcellina;70
Marcetelli;1
Marino;534
Marta;63
Mazzano Romano;46
Mentana;245
Micigliano;2
Minturno;299
Mompeo;16
Montalto Di Castro;176
Montasola;12
Monte Porzio Catone;127
Monte Romano;32
Monte San Biagio;106
Monte San Giovanni Campano;191
Monte San Giovanni In Sabina;10
Montebuono;16
Montecompatri;170
Montefiascone;251
Monteflavio;18
Montelanico;37
Monteleone Sabino;22
Montelibretti;101
Montenero Sabino;10
Monterosi;53
Monterotondo;538
Montopoli Di Sabina;65
Montorio Romano;41
Moricone;37
Morlupo;106
Morolo;61
Morro Reatino;6
Nazzano;31
Nemi;25
Nepi;138
Nerola;34
Nespolo;2
Nettuno;669
Norma;47
Olevano Romano;119
Onano;11
Oriolo Romano;65
Orte;128
Orvinio;7
Paganico;4
Palestrina;269
Paliano;108
Palombara Sabina;178
Pastena;28
Patrica;31
Percile;11
Pescorocchiano;52
Pescosolido;28
Petrella Salto;28
Piansano;35
Picinisco;15
Pico;40
Piedimonte San Germano;71
Piglio;69
Pignataro Interamna;33
Pisoniano;17
Pofi;80
Poggio Bustone;31
Poggio Catino;17
Poggio Mirteto;112
Poggio Moiano;43
Poggio Nativo;52
Poggio San Lorenzo;12
Poli;25
Pomezia;790
Pontecorvo;152
Pontinia;219
Ponza;45
Ponzano Romano;20
Posta;13
Posta Fibreno;23
Pozzaglia Sabino;16
Priverno;247
Proceno;8
Prossedi;16
Riano;131
Rieti;825
Rignano Flaminio;134
Riofreddo;12
Ripi;99
Rivodutri;18
Rocca Canterano;5
Rocca D'Arce;20
Rocca Di Cave;9
Rocca Di Papa;179
Rocca Massima;22
Rocca Priora;185
Rocca Santo Stefano;20
Rocca Sinibalda;20
Roccagiovine;6
Roccagorga;82
Roccantica;12
Roccasecca;138
Roccasecca Dei Volsci;30
Roiate;12
Roma;43920
Ronciglione;140
Roviano;21
Sabaudia;324
Sacrofano;122
Salisano;7
Sambuci;9
San Biagio Saracinisco;2
San Cesareo;196
San Donato Val Di Comino;35
San Felice Circeo;176
San Giorgio A Liri;47
San Giovanni Incarico;48
San Gregorio Da Sassola;28
San Lorenzo Nuovo;38
San Polo Dei Cavalieri;40
San Vito Romano;44
San Vittore Del Lazio;36
Sant'Ambrogio Sul Garigliano;14
Sant'Andrea Del Garigliano;28
Sant'Angelo Romano;69
Sant'Apollinare;22
Sant'Elia Fiumerapido;98
Sant'Oreste;68
Santa Marinella;331
Santi Cosma E Damiano;105
Santopadre;26
Saracinesco;6
Scandriglia;51
Segni;136
Selci;29
Sermoneta;135
Serrone;54
Settefrati;6
Sezze;308
Sgurgola;37
Sonnino;120
Sora;408
Soriano Nel Cimino;129
Sperlonga;44
Spigno Saturnia;43
Stimigliano;27
Strangolagalli;50
Subiaco;125
Supino;58
Sutri;97
Tarano;26
Tarquinia;288
Terelle;8
Terracina;735
Tessennano;9
Tivoli;761
Toffia;21
Tolfa;79
Torre Cajetani;21
Torri In Sabina;31
Torrice;74
Torricella In Sabina;26
Torrita Tiberina;29
Trevi Nel Lazio;32
Trevignano Romano;103
Trivigliano;20
Turania;2
Tuscania;130
Vacone;6
Valentano;43
Vallecorsa;51
Vallemaio;12
Vallepietra;5
Vallerano;34
Vallerotonda;29
Vallinfreda;6
Valmontone;202
Varco Sabino;2
Vasanello;45
Vejano;39
Velletri;719
Ventotene;12
Veroli;321
Vetralla;229
Vicalvi;11
Vico Nel Lazio;31
Vicovaro;52
Vignanello;84
Villa Latina;27
Villa San Giovanni In Tuscia;28
Villa Santa Lucia;34
Villa Santo Stefano;16
Viterbo;1055
Viticuso;4
Vitorchiano;53
Vivaro Romano;0
Zagarolo;216

Fonte www.opensalutelazio.it
