Argomento: Popolazione
Classi età: 45-49
Genere: Maschi
Anni¹: 2022


;2022
Giuliano Di Roma;90
Gorga;21
Gradoli;37
Graffignano;83
Greccio;65
Grottaferrata;772
Grotte Di Castro;96
Guarcino;53
Guidonia Montecelio;3760
Ischia Di Castro;63
Isola Del Liri;386
Itri;377
Jenne;6
Labico;281
Labro;14
Ladispoli;1628
Lanuvio;577
Lariano;528
Latera;26
Latina;5265
Lenola;139
Leonessa;86
Licenza;32
Longone Sabino;16
Lubriano;30
Maenza;117
Magliano Romano;55
Magliano Sabina;141
Mandela;43
Manziana;288
Marano Equo;37
Marcellina;276
Marcetelli;3
Marino;2058
Marta;119
Mazzano Romano;117
Mentana;984
Micigliano;4
Minturno;774
Mompeo;17
Montalto Di Castro;395
Montasola;15
Monte Porzio Catone;328
Monte Romano;86
Monte San Biagio;222
Monte San Giovanni Campano;476
Monte San Giovanni In Sabina;30
Montebuono;23
Montecompatri;514
Montefiascone;519
Monteflavio;52
Montelanico;85
Monteleone Sabino;45
Montelibretti;218
Montenero Sabino;16
Monterosi;213
Monterotondo;1760
Montopoli Di Sabina;142
Montorio Romano;66
Moricone;120
Morlupo;366
Morolo;125
Morro Reatino;16
Nazzano;52
Nemi;69
Nepi;392
Nerola;89
Nespolo;8
Nettuno;2003
Norma;138
Olevano Romano;246
Onano;41
Oriolo Romano;147
Orte;369
Orvinio;15
Paganico;7
Palestrina;861
Paliano;334
Palombara Sabina;538
Pastena;46
Patrica;116
Percile;5
Pescorocchiano;72
Pescosolido;62
Petrella Salto;37
Piansano;67
Picinisco;37
Pico;102
Piedimonte San Germano;278
Piglio;166
Pignataro Interamna;88
Pisoniano;29
Pofi;143
Poggio Bustone;65
Poggio Catino;36
Poggio Mirteto;231
Poggio Moiano;105
Poggio Nativo;114
Poggio San Lorenzo;22
Poli;103
Pomezia;3047
Pontecorvo;449
Pontinia;640
Ponza;142
Ponzano Romano;42
Posta;23
Posta Fibreno;33
Pozzaglia Sabino;10
Priverno;539
Proceno;17
Prossedi;44
Riano;466
Rieti;1613
Rignano Flaminio;424
Riofreddo;28
Ripi;189
Rivodutri;43
Rocca Canterano;7
Rocca D'Arce;31
Rocca Di Cave;15
Rocca Di Papa;753
Rocca Massima;48
Rocca Priora;487
Rocca Santo Stefano;29
Rocca Sinibalda;27
Roccagiovine;11
Roccagorga;136
Roccantica;13
Roccasecca;232
Roccasecca Dei Volsci;35
Roiate;27
Roma;107573
Ronciglione;355
Roviano;43
Sabaudia;878
Sacrofano;337
Salisano;16
Sambuci;26
San Biagio Saracinisco;9
San Cesareo;683
San Donato Val Di Comino;73
San Felice Circeo;502
San Giorgio A Liri;136
San Giovanni Incarico;109
San Gregorio Da Sassola;60
San Lorenzo Nuovo;97
San Polo Dei Cavalieri;133
San Vito Romano;99
San Vittore Del Lazio;93
Sant'Ambrogio Sul Garigliano;34
Sant'Andrea Del Garigliano;49
Sant'Angelo Romano;228
Sant'Apollinare;67
Sant'Elia Fiumerapido;212
Sant'Oreste;152
Santa Marinella;806
Santi Cosma E Damiano;237
Santopadre;40
Saracinesco;9
Scandriglia;138
Segni;363
Selci;45
Sermoneta;502
Serrone;137
Settefrati;22
Sezze;1000
Sgurgola;90
Sonnino;308
Sora;921
Soriano Nel Cimino;357
Sperlonga;117
Spigno Saturnia;109
Stimigliano;110
Strangolagalli;73
Subiaco;354
Supino;173
Sutri;285
Tarano;49
Tarquinia;657
Terelle;13
Terracina;1856
Tessennano;10
Tivoli;2270
Toffia;49
Tolfa;175
Torre Cajetani;51
Torri In Sabina;51
Torrice;177
Torricella In Sabina;48
Torrita Tiberina;50
Trevi Nel Lazio;46
Trevignano Romano;197
Trivigliano;71
Turania;10
Tuscania;315
Vacone;7
Valentano;100
Vallecorsa;91
Vallemaio;27
Vallepietra;10
Vallerano;88
Vallerotonda;57
Vallinfreda;11
Valmontone;665
Varco Sabino;4
Vasanello;158
Vejano;87
Velletri;2000
Ventotene;34
Veroli;727
Vetralla;540
Vicalvi;24
Vico Nel Lazio;66
Vicovaro;157
Vignanello;177
Villa Latina;38
Villa San Giovanni In Tuscia;46
Villa Santa Lucia;95
Villa Santo Stefano;57
Viterbo;2614
Viticuso;4
Vitorchiano;233
Vivaro Romano;8
Zagarolo;800

Fonte www.opensalutelazio.it
