Argomento: Popolazione
Classi età: 40-44
Genere: Maschi
Anni¹: 2022


;2022
Petrella Salto;36
Piansano;74
Picinisco;35
Pico;92
Piedimonte San Germano;278
Piglio;152
Pignataro Interamna;91
Pisoniano;22
Pofi;132
Poggio Bustone;73
Poggio Catino;26
Poggio Mirteto;198
Poggio Moiano;89
Poggio Nativo;101
Poggio San Lorenzo;16
Poli;65
Pomezia;2373
Pontecorvo;446
Pontinia;562
Ponza;125
Ponzano Romano;50
Posta;13
Posta Fibreno;32
Pozzaglia Sabino;4
Priverno;471
Proceno;15
Prossedi;40
Riano;366
Rieti;1442
Rignano Flaminio;390
Riofreddo;31
Ripi;155
Rivodutri;41
Rocca Canterano;6
Rocca D'Arce;29
Rocca Di Cave;10
Rocca Di Papa;647
Rocca Massima;35
Rocca Priora;432
Rocca Santo Stefano;34
Rocca Sinibalda;27
Roccagiovine;6
Roccagorga;116
Roccantica;16
Roccasecca;227
Roccasecca Dei Volsci;32
Roiate;17
Roma;91490
Ronciglione;296
Roviano;39
Sabaudia;802
Sacrofano;241
Salisano;16
Sambuci;30
San Biagio Saracinisco;10
San Cesareo;651
San Donato Val Di Comino;50
San Felice Circeo;398
San Giorgio A Liri;83
San Giovanni Incarico;106
San Gregorio Da Sassola;47
San Lorenzo Nuovo;54
San Polo Dei Cavalieri;101
San Vito Romano;85
San Vittore Del Lazio;79
Sant'Ambrogio Sul Garigliano;33
Sant'Andrea Del Garigliano;41
Sant'Angelo Romano;209
Sant'Apollinare;71
Sant'Elia Fiumerapido;197
Sant'Oreste;138
Santa Marinella;653
Santi Cosma E Damiano;246
Santopadre;40
Saracinesco;5
Scandriglia;116
Segni;286
Selci;38
Sermoneta;434
Serrone;126
Settefrati;18
Sezze;853
Sgurgola;73
Sonnino;220
Sora;816
Soriano Nel Cimino;243
Sperlonga;90
Spigno Saturnia;115
Stimigliano;70
Strangolagalli;65
Subiaco;305
Supino;159
Sutri;208
Tarano;47
Tarquinia;556
Terelle;7
Terracina;1694
Tessennano;8
Tivoli;1935
Toffia;47
Tolfa;180
Torre Cajetani;57
Torri In Sabina;33
Torrice;148
Torricella In Sabina;43
Torrita Tiberina;34
Trevi Nel Lazio;44
Trevignano Romano;169
Trivigliano;57
Turania;12
Tuscania;294
Vacone;5
Valentano;100
Vallecorsa;72
Vallemaio;23
Vallepietra;3
Vallerano;89
Vallerotonda;48
Vallinfreda;9
Valmontone;563
Varco Sabino;4
Vasanello;151
Vejano;83
Velletri;1853
Ventotene;25
Veroli;676
Vetralla;472
Vicalvi;22
Vico Nel Lazio;75
Vicovaro;114
Vignanello;137
Villa Latina;36
Villa San Giovanni In Tuscia;33
Villa Santa Lucia;83
Villa Santo Stefano;66
Viterbo;2317
Viticuso;12
Vitorchiano;213
Vivaro Romano;5
Zagarolo;669

Fonte www.opensalutelazio.it
