Argomento: Popolazione
Classi età: 75-79
Genere: Femmine
Anni¹: 2022


;2022
Sambuci;15
San Biagio Saracinisco;10
San Cesareo;272
San Donato Val Di Comino;47
San Felice Circeo;273
San Giorgio A Liri;57
San Giovanni Incarico;70
San Gregorio Da Sassola;35
San Lorenzo Nuovo;57
San Polo Dei Cavalieri;65
San Vito Romano;62
San Vittore Del Lazio;46
Sant'Ambrogio Sul Garigliano;18
Sant'Andrea Del Garigliano;29
Sant'Angelo Romano;84
Sant'Apollinare;26
Sant'Elia Fiumerapido;122
Sant'Oreste;87
Santa Marinella;534
Santi Cosma E Damiano;154
Santopadre;29
Saracinesco;4
Scandriglia;67
Segni;209
Selci;27
Sermoneta;171
Serrone;64
Settefrati;10
Sezze;513
Sgurgola;60
Sonnino;160
Sora;596
Soriano Nel Cimino;223
Sperlonga;65
Spigno Saturnia;56
Stimigliano;57
Strangolagalli;63
Subiaco;224
Supino;99
Sutri;177
Tarano;28
Tarquinia;451
Terelle;18
Terracina;1085
Tessennano;11
Tivoli;1230
Toffia;22
Tolfa;111
Torre Cajetani;22
Torri In Sabina;34
Torrice;95
Torricella In Sabina;30
Torrita Tiberina;29
Trevi Nel Lazio;33
Trevignano Romano;174
Trivigliano;43
Turania;6
Tuscania;225
Vacone;9
Valentano;76
Vallecorsa;63
Vallemaio;22
Vallepietra;13
Vallerano;75
Vallerotonda;44
Vallinfreda;11
Valmontone;324
Varco Sabino;4
Vasanello;79
Vejano;59
Velletri;1162
Ventotene;23
Veroli;422
Vetralla;342
Vicalvi;26
Vico Nel Lazio;43
Vicovaro;84
Vignanello;114
Villa Latina;30
Villa San Giovanni In Tuscia;33
Villa Santa Lucia;52
Villa Santo Stefano;38
Viterbo;1737
Viticuso;5
Vitorchiano;73
Vivaro Romano;2
Zagarolo;320

Fonte www.opensalutelazio.it
