Argomento: Popolazione
Classi età: 25-29
Genere: Maschi
Anni¹: 2022


;2022
Monte San Giovanni Campano;299
Monte San Giovanni In Sabina;23
Montebuono;17
Montecompatri;299
Montefiascone;307
Monteflavio;29
Montelanico;57
Monteleone Sabino;32
Montelibretti;120
Montenero Sabino;11
Monterosi;108
Monterotondo;1008
Montopoli Di Sabina;123
Montorio Romano;62
Moricone;72
Morlupo;198
Morolo;75
Morro Reatino;7
Nazzano;39
Nemi;42
Nepi;230
Nerola;50
Nespolo;2
Nettuno;1295
Norma;94
Olevano Romano;160
Onano;23
Oriolo Romano;91
Orte;263
Orvinio;10
Paganico;5
Palestrina;619
Paliano;175
Palombara Sabina;334
Pastena;32
Patrica;91
Percile;6
Pescorocchiano;43
Pescosolido;50
Petrella Salto;29
Piansano;46
Picinisco;26
Pico;65
Piedimonte San Germano;154
Piglio;109
Pignataro Interamna;68
Pisoniano;12
Pofi;94
Poggio Bustone;59
Poggio Catino;34
Poggio Mirteto;159
Poggio Moiano;102
Poggio Nativo;89
Poggio San Lorenzo;14
Poli;66
Pomezia;1739
Pontecorvo;349
Pontinia;378
Ponza;95
Ponzano Romano;31
Posta;16
Posta Fibreno;27
Pozzaglia Sabino;7
Priverno;390
Proceno;14
Prossedi;22
Riano;234
Rieti;1400
Rignano Flaminio;268
Riofreddo;17
Ripi;135
Rivodutri;30
Rocca Canterano;6
Rocca D'Arce;20
Rocca Di Cave;7
Rocca Di Papa;459
Rocca Massima;37
Rocca Priora;313
Rocca Santo Stefano;19
Rocca Sinibalda;20
Roccagiovine;3
Roccagorga;132
Roccantica;8
Roccasecca;224
Roccasecca Dei Volsci;41
Roiate;11
Roma;68230
Ronciglione;214
Roviano;27
Sabaudia;488
Sacrofano;155
Salisano;7
Sambuci;24
San Biagio Saracinisco;9
San Cesareo;382
San Donato Val Di Comino;32
San Felice Circeo;283
San Giorgio A Liri;85
San Giovanni Incarico;96
San Gregorio Da Sassola;34
San Lorenzo Nuovo;41
San Polo Dei Cavalieri;70
San Vito Romano;113
San Vittore Del Lazio;72
Sant'Ambrogio Sul Garigliano;25
Sant'Andrea Del Garigliano;37
Sant'Angelo Romano;135
Sant'Apollinare;49
Sant'Elia Fiumerapido;144
Sant'Oreste;91
Santa Marinella;394
Santi Cosma E Damiano;211
Santopadre;30
Saracinesco;6
Scandriglia;124
Segni;237
Selci;32
Sermoneta;236
Serrone;60
Settefrati;23
Sezze;752
Sgurgola;60
Sonnino;221
Sora;738
Soriano Nel Cimino;222
Sperlonga;82
Spigno Saturnia;86
Stimigliano;78
Strangolagalli;70
Subiaco;229
Supino;110
Sutri;157
Tarano;30
Tarquinia;379
Terelle;5
Terracina;1170
Tessennano;7
Tivoli;1510
Toffia;36
Tolfa;116
Torre Cajetani;32
Torri In Sabina;37
Torrice;120
Torricella In Sabina;69
Torrita Tiberina;22
Trevi Nel Lazio;62
Trevignano Romano;128
Trivigliano;36
Turania;4
Tuscania;200
Vacone;5
Valentano;68
Vallecorsa;57
Vallemaio;23
Vallepietra;4
Vallerano;54
Vallerotonda;26
Vallinfreda;5
Valmontone;402
Varco Sabino;7
Vasanello;94
Vejano;43
Velletri;1333
Ventotene;28
Veroli;557
Vetralla;335
Vicalvi;18
Vico Nel Lazio;59
Vicovaro;86
Vignanello;87
Villa Latina;23
Villa San Giovanni In Tuscia;36
Villa Santa Lucia;81
Villa Santo Stefano;50
Viterbo;1736
Viticuso;7
Vitorchiano;124
Vivaro Romano;4
Zagarolo;512

Fonte www.opensalutelazio.it
