Argomento: Popolazione
Classi età: 5-9
Genere: Femmine
Anni¹: 2022


;2022
Fontechiari;38
Forano;64
Formello;331
Formia;784
Frascati;494
Frasso Sabino;21
Frosinone;924
Fumone;37
Gaeta;341
Gallese;51
Gallicano Nel Lazio;135
Gallinaro;23
Gavignano;35
Genazzano;119
Genzano Di Roma;458
Gerano;17
Giuliano Di Roma;58
Gorga;15
Gradoli;12
Graffignano;33
Greccio;25
Grottaferrata;424
Grotte Di Castro;32
Guarcino;17
Guidonia Montecelio;2187
Ischia Di Castro;37
Isola Del Liri;162
Itri;226
Jenne;5
Labico;157
Labro;10
Ladispoli;876
Lanuvio;288
Lariano;336
Latera;7
Latina;2852
Lenola;79
Leonessa;22
Licenza;16
Longone Sabino;4
Lubriano;16
Maenza;74
Magliano Romano;29
Magliano Sabina;44
Mandela;12
Manziana;161
Marano Equo;24
Marcellina;166
Marcetelli;1
Marino;1145
Marta;62
Mazzano Romano;65
Mentana;548
Micigliano;0
Minturno;430
Mompeo;10
Montalto Di Castro;169
Montasola;8
Monte Porzio Catone;183
Monte Romano;47
Monte San Biagio;135
Monte San Giovanni Campano;262
Monte San Giovanni In Sabina;8
Montebuono;15
Montecompatri;293
Montefiascone;243
Monteflavio;15
Montelanico;38
Monteleone Sabino;23
Montelibretti;110
Montenero Sabino;5
Monterosi;124
Monterotondo;1052
Montopoli Di Sabina;90
Montorio Romano;54
Moricone;47
Morlupo;202
Morolo;69
Morro Reatino;4
Nazzano;24
Nemi;33
Nepi;209
Nerola;43
Nespolo;0
Nettuno;975
Norma;71
Olevano Romano;109
Onano;21
Oriolo Romano;76
Orte;207
Orvinio;5
Paganico;0
Palestrina;513
Paliano;163
Palombara Sabina;288
Pastena;20
Patrica;84
Percile;3
Pescorocchiano;24
Pescosolido;30
Petrella Salto;10
Piansano;25
Picinisco;20
Pico;51
Piedimonte San Germano;166
Piglio;79
Pignataro Interamna;59
Pisoniano;11
Pofi;65
Poggio Bustone;33
Poggio Catino;29
Poggio Mirteto;118
Poggio Moiano;37
Poggio Nativo;49
Poggio San Lorenzo;8
Poli;52
Pomezia;1525
Pontecorvo;247
Pontinia;373
Ponza;67
Ponzano Romano;21
Posta;5
Posta Fibreno;16
Pozzaglia Sabino;1
Priverno;306
Proceno;5
Prossedi;19
Riano;247
Rieti;832
Rignano Flaminio;256
Riofreddo;12
Ripi;101
Rivodutri;18
Rocca Canterano;0
Rocca D'Arce;12
Rocca Di Cave;8
Rocca Di Papa;399
Rocca Massima;17
Rocca Priora;282
Rocca Santo Stefano;8
Rocca Sinibalda;12
Roccagiovine;5
Roccagorga;89
Roccantica;14
Roccasecca;126
Roccasecca Dei Volsci;16
Roiate;19
Roma;58324
Ronciglione;136
Roviano;18
Sabaudia;434
Sacrofano;158
Salisano;13
Sambuci;16
San Biagio Saracinisco;5
San Cesareo;419
San Donato Val Di Comino;32
San Felice Circeo;169
San Giorgio A Liri;74
San Giovanni Incarico;44
San Gregorio Da Sassola;34
San Lorenzo Nuovo;33
San Polo Dei Cavalieri;55
San Vito Romano;62
San Vittore Del Lazio;53
Sant'Ambrogio Sul Garigliano;15
Sant'Andrea Del Garigliano;27
Sant'Angelo Romano;120
Sant'Apollinare;43
Sant'Elia Fiumerapido;121
Sant'Oreste;63
Santa Marinella;327
Santi Cosma E Damiano;149
Santopadre;18
Saracinesco;2
Scandriglia;56
Segni;168
Selci;22
Sermoneta;263
Serrone;63
Settefrati;15
Sezze;516
Sgurgola;47
Sonnino;210
Sora;521
Soriano Nel Cimino;142
Sperlonga;55
Spigno Saturnia;76
Stimigliano;46
Strangolagalli;44
Subiaco;144
Supino;99
Sutri;128
Tarano;24
Tarquinia;309
Terelle;3
Terracina;852
Tessennano;3
Tivoli;1248
Toffia;24
Tolfa;99
Torre Cajetani;23
Torri In Sabina;14
Torrice;106
Torricella In Sabina;19
Torrita Tiberina;20
Trevi Nel Lazio;23
Trevignano Romano;110
Trivigliano;38
Turania;1
Tuscania;163
Vacone;3
Valentano;26
Vallecorsa;44
Vallemaio;15
Vallepietra;1
Vallerano;47
Vallerotonda;13
Vallinfreda;2
Valmontone;367
Varco Sabino;3
Vasanello;73
Vejano;30
Velletri;1175
Ventotene;8
Veroli;454
Vetralla;259
Vicalvi;15
Vico Nel Lazio;44
Vicovaro;77
Vignanello;78
Villa Latina;25
Villa San Giovanni In Tuscia;21
Villa Santa Lucia;40
Villa Santo Stefano;34
Viterbo;1377
Viticuso;3
Vitorchiano;127
Vivaro Romano;0
Zagarolo;431

Fonte www.opensalutelazio.it
