Argomento: Popolazione
Classi età: 30-34
Genere: Maschi
Anni¹: 2022


;2022
Poggio Nativo;88
Poggio San Lorenzo;21
Poli;64
Pomezia;1884
Pontecorvo;366
Pontinia;480
Ponza;110
Ponzano Romano;43
Posta;27
Posta Fibreno;19
Pozzaglia Sabino;9
Priverno;416
Proceno;13
Prossedi;39
Riano;267
Rieti;1260
Rignano Flaminio;252
Riofreddo;17
Ripi;132
Rivodutri;28
Rocca Canterano;8
Rocca D'Arce;33
Rocca Di Cave;5
Rocca Di Papa;549
Rocca Massima;38
Rocca Priora;343
Rocca Santo Stefano;30
Rocca Sinibalda;18
Roccagiovine;7
Roccagorga;138
Roccantica;11
Roccasecca;213
Roccasecca Dei Volsci;36
Roiate;16
Roma;72965
Ronciglione;223
Roviano;36
Sabaudia;597
Sacrofano;186
Salisano;11
Sambuci;23
San Biagio Saracinisco;11
San Cesareo;508
San Donato Val Di Comino;51
San Felice Circeo;324
San Giorgio A Liri;76
San Giovanni Incarico;70
San Gregorio Da Sassola;36
San Lorenzo Nuovo;53
San Polo Dei Cavalieri;83
San Vito Romano;114
San Vittore Del Lazio;76
Sant'Ambrogio Sul Garigliano;27
Sant'Andrea Del Garigliano;43
Sant'Angelo Romano;127
Sant'Apollinare;55
Sant'Elia Fiumerapido;150
Sant'Oreste;88
Santa Marinella;407
Santi Cosma E Damiano;217
Santopadre;38
Saracinesco;5
Scandriglia;138
Segni;229
Selci;24
Sermoneta;290
Serrone;78
Settefrati;25
Sezze;754
Sgurgola;58
Sonnino;239
Sora;763
Soriano Nel Cimino;204
Sperlonga;87
Spigno Saturnia;56
Stimigliano;74
Strangolagalli;66
Subiaco;234
Supino;146
Sutri;170
Tarano;36
Tarquinia;395
Terelle;8
Terracina;1341
Tessennano;6
Tivoli;1643
Toffia;33
Tolfa;127
Torre Cajetani;35
Torri In Sabina;30
Torrice;124
Torricella In Sabina;53
Torrita Tiberina;31
Trevi Nel Lazio;55
Trevignano Romano;120
Trivigliano;43
Turania;4
Tuscania;199
Vacone;5
Valentano;81
Vallecorsa;66
Vallemaio;34
Vallepietra;4
Vallerano;58
Vallerotonda;28
Vallinfreda;11
Valmontone;495
Varco Sabino;6
Vasanello;109
Vejano;65
Velletri;1489
Ventotene;21
Veroli;618
Vetralla;342
Vicalvi;21
Vico Nel Lazio;58
Vicovaro;105
Vignanello;113
Villa Latina;30
Villa San Giovanni In Tuscia;32
Villa Santa Lucia;74
Villa Santo Stefano;44
Viterbo;1921
Viticuso;6
Vitorchiano;124
Vivaro Romano;8
Zagarolo;526

Fonte www.opensalutelazio.it
