Argomento: Popolazione
Classi età: 60-64
Genere: Maschi
Anni¹: 2022


;2022
Tuscania;285
Vacone;8
Valentano;114
Vallecorsa;92
Vallemaio;39
Vallepietra;10
Vallerano;99
Vallerotonda;64
Vallinfreda;11
Valmontone;499
Varco Sabino;4
Vasanello;149
Vejano;71
Velletri;1803
Ventotene;29
Veroli;657
Vetralla;442
Vicalvi;30
Vico Nel Lazio;77
Vicovaro;107
Vignanello;150
Villa Latina;39
Villa San Giovanni In Tuscia;42
Villa Santa Lucia;87
Villa Santo Stefano;65
Viterbo;2041
Viticuso;16
Vitorchiano;180
Vivaro Romano;13
Zagarolo;603

Fonte www.opensalutelazio.it
