Argomento: Popolazione
Classi età: 75-79
Genere: Maschi
Anni¹: 2022


;2022
San Biagio Saracinisco;8
San Cesareo;220
San Donato Val Di Comino;28
San Felice Circeo;204
San Giorgio A Liri;55
San Giovanni Incarico;74
San Gregorio Da Sassola;30
San Lorenzo Nuovo;42
San Polo Dei Cavalieri;56
San Vito Romano;48
San Vittore Del Lazio;30
Sant'Ambrogio Sul Garigliano;23
Sant'Andrea Del Garigliano;17
Sant'Angelo Romano;80
Sant'Apollinare;36
Sant'Elia Fiumerapido;113
Sant'Oreste;79
Santa Marinella;442
Santi Cosma E Damiano;115
Santopadre;29
Saracinesco;2
Scandriglia;62
Segni;190
Selci;23
Sermoneta;166
Serrone;73
Settefrati;13
Sezze;426
Sgurgola;52
Sonnino;139
Sora;443
Soriano Nel Cimino;199
Sperlonga;92
Spigno Saturnia;47
Stimigliano;36
Strangolagalli;32
Subiaco;200
Supino;109
Sutri;145
Tarano;32
Tarquinia;387
Terelle;9
Terracina;881
Tessennano;10
Tivoli;1000
Toffia;20
Tolfa;114
Torre Cajetani;28
Torri In Sabina;35
Torrice;95
Torricella In Sabina;20
Torrita Tiberina;26
Trevi Nel Lazio;30
Trevignano Romano;150
Trivigliano;31
Turania;10
Tuscania;194
Vacone;14
Valentano;56
Vallecorsa;67
Vallemaio;17
Vallepietra;7
Vallerano;66
Vallerotonda;37
Vallinfreda;8
Valmontone;264
Varco Sabino;5
Vasanello;91
Vejano;57
Velletri;998
Ventotene;16
Veroli;372
Vetralla;275
Vicalvi;22
Vico Nel Lazio;44
Vicovaro;65
Vignanello;102
Villa Latina;33
Villa San Giovanni In Tuscia;30
Villa Santa Lucia;43
Villa Santo Stefano;21
Viterbo;1287
Viticuso;9
Vitorchiano;76
Vivaro Romano;6
Zagarolo;283

Fonte www.opensalutelazio.it
